,user_id,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance,institution_cat,account_type_cat,credit_type_cat,payment_frequency_cat
13283,820,0.0,2016-03-29,,37436.0,31078.0,75000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13284,820,0.0,2015-11-11,,24643.0,4618.0,65000.0,0.0,0.0,0.0,,0.0,49,6,14,4
13285,820,0.0,2016-03-30,,224258.0,160630.0,224258.0,0.0,0.0,0.0,,0.0,37,4,5,4
13286,820,380.0,2013-12-01,,621.0,380.0,5400.0,380.0,0.0,0.0,,0.0,16,7,14,4
13287,820,0.0,2017-02-14,,282.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13288,820,0.0,2016-12-12,,20000.0,0.0,20000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13289,820,1.0,2016-05-18,,40900.0,22167.0,40900.0,0.0,0.0,0.0,,0.0,5,6,25,4
13290,820,2195.0,2015-07-17,,97045.0,47422.0,175600.0,0.0,0.0,0.0,,0.0,5,6,25,4
13291,820,0.0,2016-08-18,2016-12-01,35000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
13292,820,0.0,2016-03-29,2016-11-30,23839.0,0.0,75000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13293,820,0.0,2015-05-15,2016-11-23,160900.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
13294,820,0.0,2009-07-27,2016-06-14,77836.0,0.0,82600.0,0.0,0.0,0.0,,0.0,5,6,25,4
13295,820,0.0,2015-01-28,2015-07-07,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,14,6
13296,820,0.0,2012-02-12,2014-04-15,21451.0,0.0,23000.0,0.0,0.0,0.0,,0.0,49,6,14,4
13297,820,0.0,2005-11-23,2014-02-14,14206.0,0.0,30800.0,0.0,0.0,0.0,,0.0,5,6,25,4
13298,820,0.0,2008-05-03,2013-10-04,13999.0,0.0,15000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13299,820,0.0,2011-10-28,2013-05-06,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,14,6
13300,820,0.0,2010-10-06,2013-05-02,30000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
13301,820,0.0,2008-08-07,2012-09-04,258791.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
13302,820,0.0,2005-11-23,2012-07-06,14206.0,0.0,15800.0,0.0,0.0,0.0,,0.0,5,6,25,4
13303,821,0.0,2016-12-17,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13304,821,0.0,2016-01-21,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13305,821,2449.0,2016-12-16,,200000.0,193566.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
13306,821,4056.0,2016-12-08,,320000.0,303597.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
13307,822,0.0,2015-09-01,2015-12-22,6081.0,0.0,6081.0,0.0,0.0,0.0,,0.0,6,4,19,7
13308,822,66.0,2017-07-14,,4169.0,2564.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13309,822,0.0,2017-07-14,2017-12-19,4169.0,0.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13355,824,34235.0,2014-08-28,,1663253.0,1675989.0,1663253.0,19441.0,17.0,0.0,,0.0,5,3,4,4
13356,824,3719.0,2016-12-29,,200000.0,3719.0,0.0,3719.0,9.0,3.0,2017-10-31,43611.0,30,4,19,6
13357,824,0.0,2016-10-06,2017-04-17,0.0,0.0,0.0,0.0,2.0,6.0,2017-03-31,3287.0,25,4,6,4
13358,824,0.0,2016-10-09,2017-04-17,0.0,0.0,0.0,0.0,1.0,6.0,2017-03-31,3287.0,25,4,6,4
13359,824,0.0,2017-01-24,2017-09-18,0.0,0.0,0.0,0.0,3.0,6.0,2017-06-30,3287.0,25,4,6,4
13360,824,0.0,2016-07-29,2016-09-30,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,30,4,19,6
13361,824,0.0,2004-07-05,2004-12-16,1094.0,0.0,1800.0,0.0,0.0,0.0,,0.0,47,6,14,4
13362,824,0.0,2014-01-08,,7734.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13363,824,0.0,2014-01-08,,3127.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13364,824,2563.0,2015-10-14,,75000.0,28579.0,75000.0,0.0,2.0,0.0,,0.0,5,6,23,4
13365,824,0.0,2010-04-08,2015-04-09,157620.0,0.0,157620.0,0.0,0.0,0.0,,0.0,5,4,5,4
13366,824,0.0,2012-06-26,2014-12-02,85628.0,0.0,70000.0,0.0,4.0,0.0,,0.0,5,6,25,4
13367,824,17269.0,2013-10-17,2014-04-30,1650000.0,1652427.0,1650000.0,0.0,3.0,0.0,,0.0,5,3,4,4
13368,824,0.0,2012-06-26,2013-08-14,44986.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
13396,827,0.0,2014-03-31,2015-09-17,42515.0,0.0,0.0,0.0,4.0,5.0,2015-08-31,1200.0,24,4,19,4
13397,827,0.0,2011-06-03,2012-02-14,69629.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
13398,827,0.0,2013-03-11,2014-03-31,90257.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
13399,827,0.0,2012-02-14,2013-02-05,42235.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
13400,827,0.0,2012-02-16,2013-03-07,66651.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
13401,827,3047.0,2016-08-18,,139932.0,128895.0,0.0,0.0,0.0,0.0,,0.0,6,4,5,4
13402,827,1170.0,2005-08-19,,8099.0,4920.0,11000.0,670.0,2.0,1.0,2011-11-30,927.0,52,6,25,4
13403,827,710.0,2005-08-19,,7549.0,6150.0,7000.0,710.0,0.0,1.0,2010-11-30,711.0,52,6,25,4
13404,827,3340.0,2003-07-01,,86894.0,73110.0,78500.0,0.0,0.0,0.0,,0.0,5,6,25,4
13405,827,0.0,2008-07-01,,40112.0,27826.0,37800.0,0.0,0.0,0.0,,0.0,5,6,25,4
13406,827,0.0,2003-06-01,,52307.0,39417.0,47538.0,0.0,0.0,0.0,,0.0,5,6,25,4
13407,827,582.0,2006-02-16,,21336.0,12655.0,11000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13408,827,999.0,2015-03-04,,17979.0,7824.0,0.0,7824.0,0.0,0.0,,0.0,26,4,19,4
13409,827,3091.0,2014-04-02,,66771.0,3091.0,0.0,3091.0,0.0,0.0,,0.0,26,4,19,4
13410,827,224.0,2017-03-21,,447.0,335.0,0.0,0.0,0.0,0.0,,0.0,5,4,23,6
13411,827,0.0,2015-05-24,,753.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
13412,827,1117.0,2002-10-29,,97200.0,68053.0,0.0,0.0,0.0,0.0,,0.0,7,3,4,4
13413,827,0.0,2011-02-19,,376.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13414,827,0.0,2016-11-17,2017-02-01,447.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,6
13415,827,0.0,2015-06-02,2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
13416,827,0.0,2013-08-09,2015-01-30,22220.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
13417,827,0.0,2013-03-07,2014-04-30,30871.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
13418,827,0.0,2010-05-25,2013-04-30,868.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
13419,827,0.0,2010-08-01,2012-03-16,9653.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
13420,827,0.0,2009-01-14,2012-02-29,655.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13448,830,0.0,2013-03-27,,2759.0,0.0,100.0,0.0,0.0,1.0,2014-01-31,2541.0,47,6,14,4
13449,830,0.0,2013-08-01,,0.0,0.0,1000.0,0.0,0.0,0.0,,0.0,47,6,14,4
13450,830,0.0,2013-08-02,2017-06-11,0.0,0.0,999.0,0.0,7.0,2.0,2017-05-31,172.0,47,6,14,4
13451,830,210.0,2013-01-07,,64949.0,13252.0,24500.0,0.0,2.0,0.0,,0.0,5,6,25,4
13452,830,0.0,2012-01-15,,29736.0,2431.0,40000.0,0.0,0.0,0.0,,0.0,49,6,14,4
13453,830,0.0,2014-05-29,,23324.0,0.0,8250.0,0.0,0.0,0.0,,0.0,40,6,9,4
13454,830,0.0,2007-05-23,,5736.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,16,4
13455,830,0.0,2005-05-20,,3899.0,0.0,6400.0,0.0,0.0,0.0,,0.0,49,6,25,4
13456,830,0.0,2013-01-07,2017-08-01,64949.0,0.0,24500.0,0.0,4.0,0.0,,0.0,5,6,25,4
13457,830,0.0,2016-05-12,2016-06-30,526.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13458,830,0.0,2009-10-08,2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13459,830,0.0,2015-05-28,2016-01-31,1345.0,0.0,2110.0,0.0,0.0,0.0,,0.0,16,7,14,4
13460,830,0.0,2013-08-01,2015-12-10,5009.0,0.0,5000.0,293.0,7.0,0.0,,0.0,5,6,25,4
13461,830,0.0,2007-04-24,2014-06-04,23170.0,0.0,1.0,0.0,23.0,0.0,,0.0,5,6,25,4
13462,830,0.0,2011-07-20,2014-05-23,123480.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
13463,830,0.0,2011-05-01,2013-08-05,30000.0,0.0,30000.0,0.0,0.0,0.0,,0.0,5,4,23,6
13464,830,0.0,2009-01-06,2012-12-28,44637.0,0.0,50000.0,0.0,4.0,0.0,,0.0,5,6,25,4
13465,830,0.0,2007-05-01,2012-10-03,11183.0,0.0,22500.0,0.0,4.0,0.0,,0.0,5,6,25,4
13466,831,0.0,2016-04-28,,346.0,0.0,872.0,0.0,0.0,0.0,,0.0,16,7,14,4
13571,838,219.0,2016-09-26,,0.0,219.0,999.0,0.0,3.0,1.0,2017-01-31,196.0,47,6,14,4
13572,838,0.0,2015-01-01,2016-02-29,630.0,0.0,0.0,0.0,1.0,1.0,2015-09-30,630.0,25,7,6,0
13573,838,1932.0,2008-01-01,,1932.0,1932.0,0.0,1932.0,2.0,1.0,2014-03-31,2898.0,25,7,6,1
13574,838,621.0,2017-06-18,,854.0,621.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
13575,838,0.0,2017-04-17,,415692.0,392818.0,415692.0,0.0,0.0,0.0,,0.0,37,4,19,4
13576,839,899.0,2016-09-24,,3039.0,0.0,1.0,0.0,12.0,0.0,,0.0,16,7,14,4
13577,839,0.0,2016-11-04,,44271.0,41185.0,42900.0,0.0,0.0,0.0,,0.0,5,6,25,4
13578,839,0.0,2006-09-22,,644.0,0.0,1.0,0.0,0.0,0.0,,0.0,49,6,25,4
13579,839,1915.0,2017-03-10,,50000.0,49259.0,0.0,0.0,0.0,0.0,,0.0,5,4,23,4
13580,839,0.0,2017-02-23,2017-10-26,9759.0,0.0,0.0,0.0,2.0,0.0,,0.0,21,4,19,7
13581,839,0.0,2016-06-18,2016-09-30,531.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
13582,839,0.0,2012-12-09,2016-09-30,8707.0,0.0,2.0,0.0,15.0,0.0,,0.0,16,7,14,4
13583,839,0.0,2013-11-15,2016-05-20,3963.0,0.0,3500.0,0.0,10.0,0.0,,0.0,49,6,14,4
13584,840,0.0,2016-08-18,,1000.0,0.0,1000.0,0.0,0.0,0.0,,0.0,45,4,19,9
13585,840,0.0,2016-08-30,,1500.0,0.0,1500.0,0.0,0.0,0.0,,0.0,45,4,19,9
13586,840,2022.0,2016-09-22,,1500.0,2022.0,1500.0,0.0,0.0,0.0,,0.0,45,4,19,9
13587,840,0.0,2016-05-31,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
13588,840,0.0,2016-07-05,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
13589,840,0.0,2016-08-15,,2174.0,0.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
13590,840,775.0,2016-09-21,,2174.0,2345.0,2174.0,0.0,0.0,0.0,,0.0,42,4,19,2
13591,840,0.0,2016-06-23,,1000.0,0.0,1000.0,0.0,1.0,1.0,2016-07-15,1250.0,42,4,19,6
13592,840,2550.0,2016-08-19,,2000.0,2550.0,2000.0,2550.0,2.0,2.0,2016-09-30,2550.0,42,4,19,6
13593,840,18770.0,2013-10-21,,34958.0,34958.0,23000.0,15973.0,0.0,0.0,2016-09-30,0.0,5,6,25,4
13594,840,1110.0,2016-09-22,,1000.0,1110.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,21,4,19,4
13595,840,0.0,2016-08-18,,2400.0,0.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,21,4,19,4
13596,840,0.0,2008-08-15,,1.0,0.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,39,7,16,4
13597,840,2625.0,2016-09-06,,2625.0,2625.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,21,4,19,4
13598,840,0.0,2011-05-18,,5000.0,0.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,39,7,14,4
13599,840,0.0,2007-10-18,,3706.0,0.0,1000.0,0.0,0.0,0.0,2016-09-30,0.0,16,7,14,4
13600,840,0.0,2006-08-22,,3059.0,0.0,0.0,0.0,0.0,0.0,2016-09-30,0.0,16,7,14,4
13634,845,0.0,2015-08-05,,405.0,0.0,1000.0,0.0,3.0,1.0,2015-09-30,56.0,47,6,14,4
13664,847,0.0,2007-12-06,2008-02-14,2100.0,0.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
13665,847,0.0,2007-03-02,2007-12-06,2100.0,0.0,0.0,0.0,0.0,3.0,2007-10-31,83.0,9,4,19,4
13666,847,0.0,2008-08-29,2009-08-10,6500.0,0.0,0.0,0.0,0.0,4.0,2009-07-31,584.0,9,4,19,4
13667,847,0.0,2015-11-29,2017-03-31,7506.0,0.0,7000.0,0.0,11.0,0.0,,0.0,49,6,14,4
13668,847,0.0,2012-09-05,2016-12-21,11854.0,0.0,1.0,9494.0,11.0,0.0,,0.0,5,6,25,4
13669,847,0.0,2013-02-28,2013-03-05,0.0,0.0,15000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13670,847,0.0,2012-04-13,2012-12-13,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
13774,853,0.0,2011-01-11,2012-05-10,28211.0,0.0,0.0,0.0,9.0,8.0,2011-12-27,2896.0,33,4,1,7
13775,853,0.0,2012-05-10,2012-12-23,34710.0,0.0,0.0,0.0,23.0,4.0,2012-08-16,1838.0,33,4,19,7
13776,853,0.0,2012-12-23,2013-11-06,34476.0,0.0,0.0,0.0,40.0,18.0,2013-07-28,8991.0,33,4,19,7
13777,853,0.0,2012-12-23,2013-11-06,390.0,0.0,0.0,0.0,40.0,19.0,2013-07-28,103.0,33,4,19,7
13778,853,0.0,2010-02-17,2012-12-27,34277.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13779,853,0.0,2005-12-21,2006-10-23,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13780,853,0.0,2007-04-02,2007-07-09,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13781,853,0.0,2007-07-09,2008-07-04,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13782,853,0.0,2007-12-28,2008-08-09,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13783,853,0.0,2008-08-09,2009-07-16,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13784,853,0.0,2008-11-05,2008-11-07,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13785,853,0.0,2008-11-06,2009-12-06,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13786,853,0.0,2010-04-23,2010-05-01,30600.0,0.0,30600.0,0.0,0.0,0.0,,0.0,52,4,0,4
13787,853,0.0,2011-09-13,2012-09-24,16884.0,0.0,0.0,0.0,5.0,6.0,2012-07-31,3518.0,24,4,19,4
13788,853,0.0,2012-09-24,2013-05-30,8436.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
13789,853,0.0,2011-04-19,,0.0,0.0,0.0,0.0,0.0,7.0,2012-01-10,140.0,33,7,7,7
13790,853,7723.0,2017-09-07,,120000.0,115479.0,120000.0,0.0,0.0,0.0,,0.0,21,4,19,4
13791,853,0.0,2011-05-31,,4952.0,3168.0,4000.0,0.0,2.0,0.0,,0.0,5,6,25,4
13792,853,2385.0,1992-06-25,,20434.0,17604.0,66000.0,1899.0,8.0,0.0,,0.0,49,6,25,4
13793,853,2190.0,2017-12-11,,39420.0,21492.0,20000.0,0.0,0.0,0.0,,0.0,21,4,19,4
13794,853,1388.0,2016-02-05,,30000.0,19564.0,0.0,0.0,3.0,0.0,,0.0,5,4,14,4
13795,853,4810.0,2017-03-07,,100000.0,90462.0,0.0,5402.0,7.0,0.0,,0.0,5,4,14,4
13796,853,497.0,2011-05-31,,4952.0,3356.0,4000.0,0.0,1.0,0.0,,0.0,5,6,25,4
13797,853,0.0,2017-04-20,2017-09-07,39420.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13798,853,0.0,2017-03-09,2017-09-07,51242.0,0.0,51242.0,0.0,0.0,0.0,,0.0,21,4,19,4
13799,853,0.0,2017-01-20,2017-04-20,39420.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13800,853,0.0,2015-09-17,2017-03-09,120000.0,0.0,120000.0,0.0,4.0,0.0,,0.0,21,4,19,4
13801,853,0.0,2016-06-14,2017-01-20,39420.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13802,853,0.0,2015-12-09,2016-06-14,30600.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13803,853,0.0,2003-06-20,,11980.0,0.0,11980.0,0.0,0.0,0.0,,0.0,39,6,16,4
13804,853,0.0,2015-06-11,2015-12-09,17640.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13805,853,0.0,2015-03-14,2015-09-17,100000.0,0.0,100000.0,0.0,0.0,0.0,,0.0,21,4,19,4
13806,853,0.0,2015-01-28,2015-08-05,5275.0,0.0,0.0,0.0,3.0,0.0,,0.0,21,4,19,7
13807,853,0.0,2014-06-24,2015-03-14,80000.0,0.0,80000.0,0.0,1.0,0.0,,0.0,21,4,19,4
13808,853,0.0,2013-11-05,2014-07-21,70000.0,0.0,70000.0,0.0,0.0,0.0,,0.0,21,4,19,4
13809,853,0.0,2013-04-05,2013-12-18,13657.0,0.0,0.0,6137.0,1.0,0.0,,0.0,5,4,19,4
13810,853,0.0,2013-08-02,2013-11-06,17400.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13811,853,0.0,2011-09-06,2013-11-05,70000.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13812,853,0.0,2013-03-05,2013-08-02,17400.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13813,853,0.0,2011-09-22,2013-05-27,980.0,0.0,0.0,0.0,0.0,0.0,,0.0,26,4,6,4
13814,853,0.0,2011-06-01,2013-04-05,18000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,23,4
13815,853,0.0,2012-10-31,2013-03-05,17400.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13816,853,0.0,2012-06-30,2012-10-31,17400.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13817,853,0.0,2012-02-03,2012-06-30,17400.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,4
13820,855,0.0,2014-12-19,2015-06-22,10000.0,0.0,10000.0,0.0,2.0,5.0,2015-05-31,2913.0,42,4,19,6
13821,855,0.0,2013-05-24,2014-09-25,12000.0,0.0,12000.0,0.0,0.0,0.0,,0.0,42,4,19,6
13822,855,0.0,2017-04-18,,6794.0,4394.0,8000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13823,855,0.0,2013-10-01,2016-11-30,9232.0,0.0,3700.0,0.0,0.0,0.0,,0.0,5,6,25,4
13843,858,10556.0,2017-11-24,,1100000.0,1100915.0,0.0,0.0,0.0,0.0,,0.0,6,3,4,4
13844,858,0.0,2017-05-23,2017-06-13,6356.0,0.0,72000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13845,858,1098.0,2017-05-23,,12283.0,9678.0,72000.0,0.0,0.0,0.0,,0.0,6,6,25,5
13846,858,0.0,2017-03-30,,26944.0,37057.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
13847,858,0.0,2016-10-17,,10222.0,4698.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13848,858,0.0,2016-11-12,,557.0,0.0,740.0,0.0,0.0,0.0,,0.0,39,7,16,4
13849,858,112.0,2016-09-06,,15790.0,10990.0,15790.0,0.0,0.0,0.0,,0.0,49,6,0,4
13850,858,2815.0,2017-07-13,,60608.0,46724.0,60800.0,0.0,0.0,0.0,,0.0,5,6,25,4
13851,858,0.0,2004-02-17,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,25,6,14,4
13852,858,0.0,2017-07-13,2017-08-01,0.0,0.0,60800.0,0.0,0.0,0.0,,0.0,5,6,25,4
13853,858,0.0,2016-10-17,2017-08-01,10222.0,0.0,10000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13940,868,5788.0,2011-01-11,,423973.0,488676.0,423973.0,18329.0,0.0,0.0,,0.0,27,3,4,4
13941,868,0.0,2016-04-26,,411.0,0.0,627.0,0.0,0.0,0.0,,0.0,16,6,14,4
13942,868,0.0,2011-06-06,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13943,868,189.0,2014-03-05,,404.0,189.0,740.0,189.0,0.0,0.0,,0.0,39,7,16,4
13944,868,1491.0,2012-11-14,,19658.0,1491.0,0.0,0.0,0.0,0.0,,0.0,26,4,19,4
13945,868,983.0,2016-04-26,,984.0,983.0,0.0,404.0,0.0,0.0,,0.0,16,7,16,4
13946,868,0.0,2011-06-23,,2598.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,16,4
13947,868,0.0,2009-11-08,2016-02-29,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13948,868,0.0,2007-09-17,2016-02-29,231.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13949,868,0.0,2015-11-13,2016-01-31,218.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
13950,868,0.0,2001-06-05,2015-04-17,217524.0,0.0,160300.0,123097.0,0.0,0.0,,0.0,5,6,25,4
13951,868,0.0,2001-06-05,2014-08-29,36294.0,0.0,27000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13952,868,0.0,2011-05-07,2014-07-08,31930.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,4,19,6
13953,868,0.0,1999-12-01,2013-07-30,58836.0,0.0,66500.0,22846.0,0.0,0.0,,0.0,5,6,25,4
13954,868,0.0,2011-03-26,2012-09-22,43.0,0.0,400.0,0.0,0.0,0.0,,0.0,16,6,14,4
13955,868,0.0,2004-11-01,2012-11-24,31575.0,0.0,32000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13956,868,0.0,1997-03-01,2012-11-24,15975.0,0.0,14200.0,0.0,0.0,0.0,,0.0,5,6,25,4
13957,868,0.0,2009-01-23,2012-08-06,11188.0,0.0,1.0,9953.0,0.0,0.0,,0.0,5,6,25,4
13958,868,0.0,2004-10-01,2012-06-01,36655.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
13959,868,0.0,2001-06-05,2012-03-31,18465.0,0.0,18000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13960,868,0.0,2001-06-05,2011-10-31,92160.0,0.0,90500.0,0.0,0.0,0.0,,0.0,5,6,25,4
13961,868,0.0,2003-01-02,2011-05-31,1370.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
13962,868,0.0,2008-02-23,2009-08-22,43.0,0.0,400.0,0.0,0.0,0.0,,0.0,16,6,14,4
13963,868,0.0,2008-02-23,2009-08-22,43.0,0.0,400.0,0.0,0.0,0.0,,0.0,16,6,14,4
13964,868,0.0,2000-06-23,2002-07-24,780.0,0.0,900.0,0.0,0.0,0.0,,0.0,16,6,14,4
13965,868,0.0,2001-06-05,2011-03-05,18465.0,0.0,18000.0,0.0,0.0,0.0,,0.0,5,6,25,4
13966,869,417.0,2015-04-30,,49900.0,4167.0,0.0,0.0,0.0,0.0,,0.0,17,4,19,4
13967,869,1040.0,2014-02-09,,49900.0,20789.0,0.0,0.0,0.0,0.0,,0.0,9,4,19,4
13968,869,0.0,2010-11-16,,25000.0,0.0,0.0,0.0,6.0,2.0,2011-06-30,7448.0,42,4,19,7
13969,869,0.0,2015-07-17,,8820.0,0.0,0.0,0.0,0.0,0.0,2011-06-30,0.0,24,4,19,4
13970,869,0.0,2012-11-06,,20499.0,0.0,0.0,0.0,0.0,0.0,2011-06-30,0.0,5,4,4,4
13971,869,213.0,2010-12-14,,18469.0,428.0,30000.0,0.0,0.0,0.0,2011-06-30,0.0,49,6,25,4
13972,869,850.0,2013-12-03,,4396.0,1025.0,0.0,0.0,0.0,0.0,2011-06-30,0.0,16,7,14,4
13973,869,74536.0,2013-09-01,,86287.0,86287.0,73158.0,74536.0,0.0,0.0,2011-06-30,0.0,5,4,19,4
13974,869,2600.0,2013-10-01,,46370.0,38117.0,1.0,15480.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13975,869,510.0,2011-12-01,,8975.0,7054.0,1.0,3290.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13976,869,6924.0,2008-08-07,,21577.0,21577.0,21577.0,21577.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13977,869,633.0,2012-01-24,,857.0,633.0,20000.0,552.0,0.0,0.0,2011-06-30,0.0,16,7,14,4
13978,869,2691.0,2014-10-23,,300704.0,329200.0,300704.0,0.0,0.0,0.0,2011-06-30,0.0,27,3,4,4
13979,869,135873.0,2008-08-29,,136021.0,135873.0,88600.0,135873.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13980,869,0.0,2008-10-17,,20000.0,0.0,0.0,0.0,0.0,0.0,2011-06-30,0.0,5,4,19,4
13981,869,0.0,2008-02-20,,5571.0,0.0,5000.0,0.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13982,869,0.0,2007-08-10,,5797.0,0.0,5000.0,0.0,0.0,0.0,2011-06-30,0.0,5,6,25,4
13983,869,0.0,2007-08-15,,116949.0,0.0,116949.0,20726.0,0.0,0.0,2011-06-30,0.0,4,4,5,4
13984,869,0.0,2008-03-09,,9000.0,0.0,0.0,0.0,0.0,0.0,2011-06-30,0.0,21,4,19,4
14040,874,0.0,2010-08-18,,0.0,0.0,0.0,0.0,0.0,6.0,2013-10-31,6293.0,38,7,16,4
14041,874,0.0,2011-04-14,,0.0,0.0,0.0,0.0,0.0,1.0,2012-06-30,2205.0,38,7,16,4
